Year,Quarter,EIN,Address,City,State,Zip,County,naics
2016,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2016,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2017,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2017,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2017,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2017,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2017,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2017,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2017,1,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114
2017,1,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2017,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2017,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2017,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2017,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2017,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2017,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2017,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2017,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2017,2,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2017,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2017,2,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2017,2,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114
2017,2,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2017,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2017,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2017,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2017,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2017,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2017,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2017,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2017,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2017,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2017,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2017,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2017,3,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114
2017,3,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2017,3,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61,551114
2017,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2017,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2017,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2017,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2017,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2017,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2017,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2017,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2017,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2017,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2017,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2017,4,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114
2017,4,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2017,4,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61,551114
2017,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2017,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2017,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2017,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2017,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2018,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2018,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2018,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2018,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2018,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2018,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2018,1,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114
2018,1,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2018,1,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61,551114
2018,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2018,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2018,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2018,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2018,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2018,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2018,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2018,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2018,2,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2018,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2018,2,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2018,2,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114
2018,2,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2018,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2018,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2018,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2018,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2018,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2018,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2018,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2018,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2018,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2018,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2018,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2018,3,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114
2018,3,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2018,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2018,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2018,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2018,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2018,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2018,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2018,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2018,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2018,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2018,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2018,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2018,4,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2018,4,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2018,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2018,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2018,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2018,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2018,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2019,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2019,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2019,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2019,1,310411980,8611 BECKETT RD,WEST CHEST,OH,45069,17,551114
2019,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2019,1,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,45226,61,551114
2019,1,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2019,1,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,45252,61,551114
2019,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2019,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2019,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2019,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2019,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2019,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2019,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2019,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2019,2,310411980,8611 BECKETT RD,WEST CHEST,OH,45069,17,551114
2019,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2019,2,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,45226,61,551114
2019,2,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2019,2,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,45252,61,551114
2019,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2019,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2019,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2019,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2019,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2019,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2019,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2019,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2019,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2019,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2019,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2019,3,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2019,3,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2019,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2019,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2019,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2019,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2019,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2019,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2019,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2019,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2019,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2019,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2019,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2019,4,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2019,4,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2019,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2019,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2019,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2019,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2019,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2020,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2020,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2020,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2020,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2020,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2020,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2020,1,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2020,1,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2020,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2020,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2020,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2020,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2020,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2020,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2020,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2020,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2020,2,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2020,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2020,2,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2020,2,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2020,2,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2020,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2020,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2020,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2020,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2020,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2020,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2020,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2020,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2020,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2020,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2020,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2020,3,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2020,3,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2020,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2020,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2020,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2020,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2020,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2020,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611
2020,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114
2020,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114
2020,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114
2020,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114
2020,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114
2020,4,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114
2020,4,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114
2020,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310
2020,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310
2020,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310
2020,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310
2020,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310
2021,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,,61,325611
2021,1,310411980,5348 VINE ST,CINCINNATI,OH,,61,551114
2021,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,,165,551114
2021,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,,17,551114
2021,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,,61,551114
2021,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,,61,551114
2021,1,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,,61,551114
2021,1,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,,61,551114
2021,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,,25,611310
2021,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,,61,611310
2021,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,,61,611310
2021,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,,61,611310
2021,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,,25,611310
2021,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,,61,325611
2021,2,310411980,5348 VINE ST,CINCINNATI,OH,,61,551114
2021,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,,165,551114
2021,2,310411980,8611 BECKETT RD,WEST CHEST,OH,,17,551114
2021,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,,61,551114
2021,2,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,,61,551114
2021,2,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,,61,551114
2021,2,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,,61,551114
2021,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,,25,611310
2021,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,,61,611310
2021,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,,61,611310
2021,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,,61,611310
2021,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,,25,611310
